Nutrition report,,,,,Generated by
Tesco,,,6.15 g Carbs,,5.25 g Protein
Butter,,,143.4 kcall,,16.22 g Fat
,,,0.01 g Carbs,,0.17 g Protein
,,,383.62 kcall,,31.16 g fat
Snacks,,,17.24 g Carbs,,5.31 g Protein
75% Dark Chocolate,,,169.25 kcall,,11.43 g Fat
Heidi,,,11.6 g Carbs,,1.63 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Schmand/Sauerrahm,,,30.72 kcall,,3.07 g Fat
,,,0.44 g Carbs,,0.35 g Protein
Mascarpone,,,49.15 kcall,,5.12 g Fat
,,,0.38 g Carbs,,0.38 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
3 October,,,,,Activity: 73 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 86
,2632 kcall eaten,7 g eaten,131 g eaten,230 g eaten,
,704 kcall over,17 g left,76 g left,64 g over,
,1% of calories,,20% of calories,79% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,744.66 kcall,,66.36 g fat
Breakfast,,,1.93 g Carbs,,36.15 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Whipping Cream,,,34.8 kcall,,3.73 g Fat
,,,0.28 g Carbs,,0.21 g Protein
,,,686.02 kcall,,57.42 g fat
Lunch,,,0.85 g Carbs,,41.6 g Protein
Ground Beef - Aldi,,,468 kcall,,36 g Fat
,,,0 g Carbs,,36 g Protein
Weichkäse,,,156.45 kcall,,15.4 g Fat
,,,0.04 g Carbs,,4.55 g Protein
Schmand/Sauerrahm,,,30.72 kcall,,3.07 g Fat
,,,0.44 g Carbs,,0.35 g Protein
Frischkäse,,,30.85 kcall,,2.94 g Fat
,,,0.38 g Carbs,,0.7 g Protein
,,,1201.49 kcall,,106.53 g fat
Dinner,,,4.37 g Carbs,,52.82 g Protein
Olives / green w/ almonds,,,108.5 kcall,,9.5 g Fat
,,,0.2 g Carbs,,2.15 g Protein
Schmand/Sauerrahm,,,156 kcall,,15.6 g Fat
,,,2.21 g Carbs,,1.76 g Protein
Käsekrainer,,,644 kcall,,52.8 g Fat
,,,0.6 g Carbs,,41.8 g Protein
Frischkäse,,,92.54 kcall,,8.83 g Fat
,,,1.15 g Carbs,,2.11 g Protein
Green Olives and garlic,,,44 kcall,,4.4 g Fat
,,,0.17 g Carbs,,0.45 g Protein
Weichkäse,,,156.45 kcall,,15.4 g Fat
,,,0.04 g Carbs,,4.55 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
4 October,,,,,Activity: 120 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 86
,3445 kcall eaten,57 g eaten,110 g eaten,308 g eaten,
,1516 kcall over,33 g over,26 g left,142 g over,
,7% of calories,,13% of calories,80% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1237.46 kcall,,116.83 g fat
Lunch,,,7.72 g Carbs,,42.1 g Protein
Philadelphia,,,183.6 kcall,,17 g Fat
,,,3.4 g Carbs,,4.51 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Whipping Cream,,,348 kcall,,37.28 g Fat
,,,2.81 g Carbs,,2.07 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
,,,1192.97 kcall,,92.59 g fat
Dinner,,,34.87 g Carbs,,54.27 g Protein
British Brussels Sprouts,,,76.5 kcall,,2.1 g Fat
Tesco,,,6.15 g Carbs,,5.25 g Protein
Butter,,,143.4 kcall,,16.22 g Fat
,,,0.01 g Carbs,,0.17 g Protein
Hänchen Chicken Wings,,,315 kcall,,22.5 g Fat
,,,4.8 g Carbs,,25.5 g Protein
Weichkäse,,,268.2 kcall,,26.4 g Fat
,,,0.06 g Carbs,,7.8 g Protein
Frischkäse,,,241 kcall,,23 g Fat
,,,3 g Carbs,,5.5 g Protein
Red Thai Chicken Curry,,,148.88 kcall,,2.37 g Fat
with RiceTesco Healthy Living,,,20.85 g Carbs,,10.05 g Protein
,,,1008.43 kcall,,98.64 g fat
Snacks,,,14.66 g Carbs,,13.07 g Protein
85% Dark Chocolate,,,265 kcall,,23 g Fat
Lindt,,,9.5 g Carbs,,5.5 g Protein
Mascarpone,,,98.3 kcall,,10.24 g Fat
,,,0.77 g Carbs,,0.77 g Protein
Green Olives and garlic,,,105.6 kcall,,10.56 g Fat
,,,0.42 g Carbs,,1.08 g Protein
Whipping Cream,,,348 kcall,,37.28 g Fat
,,,2.81 g Carbs,,2.07 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
Frischkäse,,,30.85 kcall,,2.94 g Fat
,,,0.38 g Carbs,,0.7 g Protein
Creme Fraiche,,,45 kcall,,4.7 g Fat
Tesco,,,0.4 g Carbs,,0.4 g Protein
Olives / green w/ almonds,,,108.5 kcall,,9.5 g Fat
,,,0.2 g Carbs,,2.15 g Protein
5 October,,,,,Activity: 144 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 86
,2659 kcall eaten,58 g eaten,83 g eaten,234 g eaten,
,730 kcall over,34 g over,25 g left,68 g over,
,9% of calories,,12% of calories,79% of calories,
Water 500 of 2000 (25% of goal),,,,,
,,,970.86 kcall,,90.59 g fat
Breakfast,,,3.76 g Carbs,,37.49 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,261 kcall,,27.96 g Fat
,,,2.11 g Carbs,,1.55 g Protein
,,,385.4 kcall,,13.33 g fat
Lunch,,,41.13 g Carbs,,25.87 g Protein
Beef Liver,,,81 kcall,,2.18 g Fat
,,,2.33 g Carbs,,12.22 g Protein
Beef Kidneys,,,30.9 kcall,,0.93 g Fat
,,,0.09 g Carbs,,5.22 g Protein
Mashed Potato,,,210 kcall,,7.43 g Fat
,,,33.01 g Carbs,,3.78 g Protein
Beef or Meat Gravy,,,61.5 kcall,,2.75 g Fat
,,,5.61 g Carbs,,4.37 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
,,,987.9 kcall,,99.87 g fat
Dinner,,,6.44 g Carbs,,14.93 g Protein
Frischkäse,,,144.6 kcall,,13.8 g Fat
,,,1.8 g Carbs,,3.3 g Protein
Olives / green w/ almonds,,,108.5 kcall,,9.5 g Fat
,,,0.2 g Carbs,,2.15 g Protein
Whipping Cream,,,522 kcall,,55.92 g Fat
,,,4.21 g Carbs,,3.1 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
Weichkäse,,,205.62 kcall,,20.24 g Fat
,,,0.05 g Carbs,,5.98 g Protein
,,,314.5 kcall,,30.34 g fat
Snacks,,,6.42 g Carbs,,4.56 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Creme Fraiche,,,180 kcall,,18.8 g Fat
Tesco,,,1.6 g Carbs,,1.6 g Protein
6 October,,,,,Activity: 140 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 88
,4539 kcall eaten,206 g eaten,164 g eaten,338 g eaten,
,2784 kcall over,181 g over,36 g over,230 g over,
,18% of calories,,15% of calories,67% of calories,
Water 500 of 2000 (25% of goal),,,,,
,883.86 kcall,81.27 g fat
Breakfast,3.05 g Carbs,36.98 g Protein
Coffee,4 kcall,0.08 g Fat
,0.14 g Carbs,0.42 g Protein
Nürbberger,218 kcall,20 g Fat
Rostbratwürste,0.6 g Carbs,8.8 g Protein
Organic Virgin Coconut Oil,120 kcall,14 g Fat
Trader Joe's,0 g Carbs,0 g Protein
Eier,202.8 kcall,14.69 g Fat
,0.91 g Carbs,16.64 g Protein
Whipping Cream,174 kcall,18.64 g Fat
,1.4 g Carbs,1.03 g Protein
Bacon - Tulip Streifen,165.06 kcall,13.86 g Fat
,0 g Carbs,10.08 g Protein
,938.5 kcall,77.06 g fat
Lunch,9.44 g Carbs,51.05 g Protein
Frischkäse,361.5 kcall,34.5 g Fat
,4.5 g Carbs,8.25 g Protein
Bauernbratwurst,559 kcall,41.6 g Fat
,2.6 g Carbs,41.6 g Protein
Yellow Mustard,18 kcall,0.96 g Fat
,2.34 g Carbs,1.2 g Protein
,1697.8 kcall,79.94 g fat
Dinner,182.56 g Carbs,58.08 g Protein
British Brussels Sprouts,89.25 kcall,2.45 g Fat
Tesco,7.17 g Carbs,6.13 g Protein
Butter,107.55 kcall,12.17 g Fat
,0.01 g Carbs,0.13 g Protein
Big Mac,508 kcall,25 g Fat
McDonald's,43 g Carbs,26 g Protein
Filet-O-Fish,329 kcall,13 g Fat
McDonald's,36 g Carbs,15 g Protein
Apple Pie (Individual Size,360 kcall,18.05 g Fat
or Tart),47.07 g Carbs,3.53 g Protein
Caramel Sundae,304 kcall,9.27 g Fat
,49.31 g Carbs,7.3 g Protein
,1018.77 kcall,100.14 g fat
Snacks,10.48 g Carbs,18.08 g Protein
Green Olives and garlic,88 kcall,8.8 g Fat
,0.35 g Carbs,0.9 g Protein
Weichkäse,223.5 kcall,22 g Fat
,0.05 g Carbs,6.5 g Protein
Creme Fraiche,240 kcall,25.06 g Fat
Tesco,2.14 g Carbs,2.14 g Protein
85% Dark Chocolate,132.5 kcall,11.5 g Fat
Lindt,4.75 g Carbs,2.75 g Protein
Mascarpone,49.15 kcall,5.12 g Fat
,0.38 g Carbs,0.38 g Protein
Green Olives and garlic,,,88 kcall,,8.8 g Fat
,,,0.35 g Carbs,,0.9 g Protein
Frischkäse,,,197.62 kcall,,18.86 g Fat
,,,2.46 g Carbs,,4.51 g Protein
7 October,,,,,Activity: 101 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 88
,1387 kcall eaten,22 g eaten,79 g eaten,109 g eaten,
,367 kcall left,3 g left,148 g left,1 g over,
,6% of calories,,23% of calories,71% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,575.88 kcall,,50.53 g fat
Lunch,,,2.67 g Carbs,,27.83 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Whipping Cream,,,103.5 kcall,,11.1 g Fat
,,,0.84 g Carbs,,0.61 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Baby Spinach,,,6 kcall,,0.16 g Fat
Tesco,,,0.3 g Carbs,,0.56 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Weichkäse,,,111.75 kcall,,11 g Fat
,,,0.03 g Carbs,,3.25 g Protein
,,,745.29 kcall,,52.66 g fat
Dinner,,,16.7 g Carbs,,49.99 g Protein
Ground Beef - Aldi,,,468 kcall,,36 g Fat
,,,0 g Carbs,,36 g Protein
Mushrooms,,,6.24 kcall,,0.24 g Fat
Tesco,,,0.19 g Carbs,,0.86 g Protein
Baby Spinach,,,30 kcall,,0.8 g Fat
Tesco,,,1.5 g Carbs,,2.8 g Protein
Butter,,,107.55 kcall,,12.17 g Fat
,,,0.01 g Carbs,,0.13 g Protein
British Brussels Sprouts,,,76.5 kcall,,2.1 g Fat
Tesco,,,6.15 g Carbs,,5.25 g Protein
Broccoli Florets,,,57 kcall,,1.35 g Fat
Tesco,,,8.85 g Carbs,,4.95 g Protein
,,,66.25 kcall,,5.75 g fat
Snacks,,,2.38 g Carbs,,1.38 g Protein
85% Dark Chocolate,,,66.25 kcall,,5.75 g Fat
Lindt,,,2.38 g Carbs,,1.38 g Protein
8 October,,,,,Activity: 105 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 88
,1962 kcall eaten,26 g eaten,134 g eaten,149 g eaten,
,207 kcall over,1 g over,144 g left,41 g over,
,5% of calories,,27% of calories,68% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,960.27 kcall,,85.12 g fat
Lunch,,,6.04 g Carbs,,42.89 g Protein
Cream Cheese,,,170.33 kcall,,15.82 g Fat
Philadelphia,,,2.92 g Carbs,,4.14 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,103.5 kcall,,11.1 g Fat
,,,0.84 g Carbs,,0.61 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Weichkäse,,,111.75 kcall,,11 g Fat
,,,0.03 g Carbs,,3.25 g Protein
Baby Spinach,,,15 kcall,,0.4 g Fat
Tesco,,,0.75 g Carbs,,1.4 g Protein
,,,935.06 kcall,,58.02 g fat
Dinner,,,17.87 g Carbs,,89.33 g Protein
Chicken Breast Cold Cuts,,,157.5 kcall,,3 g Fat
,,,0.9 g Carbs,,31.5 g Protein
Ground Beef - Aldi,,,156.78 kcall,,12.06 g Fat
,,,0 g Carbs,,12.06 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Baby Spinach,,,30 kcall,,0.8 g Fat
Tesco,,,1.5 g Carbs,,2.8 g Protein
Broccoli Florets,,,57 kcall,,1.35 g Fat
Tesco,,,8.85 g Carbs,,4.95 g Protein
Hänchen Chicken Wings,,,420 kcall,,30 g Fat
,,,6.4 g Carbs,,34 g Protein
Weichkäse,,,107.28 kcall,,10.56 g Fat
,,,0.02 g Carbs,,3.12 g Protein
,,,66.25 kcall,,5.75 g fat
Snacks,,,2.38 g Carbs,,1.38 g Protein
85% Dark Chocolate,,,66.25 kcall,,5.75 g Fat
Lindt,,,2.38 g Carbs,,1.38 g Protein
9 October,,,,,Activity: 84 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 88
,2178 kcall eaten,20 g eaten,114 g eaten,184 g eaten,
,424 kcall over,5 g left,150 g left,76 g over,
,4% of calories,,21% of calories,75% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,4 kcall,,0.08 g fat
Breakfast,,,0.14 g Carbs,,0.42 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
,,,813.43 kcall,,65.77 g fat
Lunch,,,4.32 g Carbs,,52.73 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Baby Spinach,,,15 kcall,,0.4 g Fat
Tesco,,,0.75 g Carbs,,1.4 g Protein
Rinderbratwurst mit,,,252.2 kcall,,15.6 g Fat
Parmesan,,,1.43 g Carbs,,27.3 g Protein
,,,563.42 kcall,,39.54 g fat
Dinner,,,1.43 g Carbs,,51.24 g Protein
Ground Beef - Aldi,,,311.22 kcall,,23.94 g Fat
,,,0 g Carbs,,23.94 g Protein
Rinderbratwurst mit,,,252.2 kcall,,15.6 g Fat
Parmesan,,,1.43 g Carbs,,27.3 g Protein
,,,797.25 kcall,,78.72 g fat
Snacks,,,14.13 g Carbs,,9.93 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Whipping Cream,,,414 kcall,,44.4 g Fat
,,,3.35 g Carbs,,2.46 g Protein
Kakao - Bensdorp,,,17.95 kcall,,1.04 g Fat
,,,0.44 g Carbs,,1 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Mascarpone,,,98.3 kcall,,10.24 g Fat
,,,0.77 g Carbs,,0.77 g Protein
10 October,,,,,Activity: 116 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 88
,2556 kcall eaten,69 g eaten,128 g eaten,149 g eaten,
,801 kcall over,44 g over,101 g left,41 g over,
,13% of calories,,24% of calories,63% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1041.2 kcall,,73.65 g fat
Lunch,,,4.64 g Carbs,,90.3 g Protein
Wammerl,,,417.5 kcall,,38.75 g Fat
,,,0.87 g Carbs,,17.5 g Protein
Ossobucco,,,363 kcall,,12.9 g Fat
,,,3 g Carbs,,58.5 g Protein
Schüblinge,,,260.7 kcall,,22 g Fat
,,,0.77 g Carbs,,14.3 g Protein
,,,712 kcall,,64 g fat
Dinner,,,4.8 g Carbs,,26.8 g Protein
Grüne Oliven mit,,,182 kcall,,18 g Fat
Frischkäse,,,2.3 g Carbs,,1.8 g Protein
Kabanossi,,,260 kcall,,22 g Fat
,,,1.2 g Carbs,,13 g Protein
Leberkäse,,,270 kcall,,24 g Fat
,,,1.3 g Carbs,,12 g Protein
,,,796.5 kcall,,11.58 g fat
Snacks,,,58.89 g Carbs,,10.22 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Beer,,,660 kcall,,0 g Fat
,,,54 g Carbs,,7.05 g Protein
11 October,,,,,Activity: 102 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 87
,2141 kcall eaten,18 g eaten,100 g eaten,177 g eaten,
,156 kcall over,7 g left,68 g left,6 g over,
,3% of calories,,19% of calories,78% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,539.9 kcall,,48.84 g fat
Lunch,,,1.36 g Carbs,,25.74 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Wammerl,,,217.1 kcall,,20.15 g Fat
,,,0.45 g Carbs,,9.1 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
,,,952.86 kcall,,72.52 g fat
Dinner,,,12.37 g Carbs,,62.79 g Protein
Ossobucco,,,121 kcall,,4.3 g Fat
,,,1 g Carbs,,19.5 g Protein
Schüblinge,,,521.4 kcall,,44 g Fat
,,,1.54 g Carbs,,28.6 g Protein
Meerrettich -,,,16.46 kcall,,1.18 g Fat
,,,0.93 g Carbs,,0.17 g Protein
Yellow Mustard,,,6 kcall,,0.32 g Fat
,,,0.78 g Carbs,,0.4 g Protein
Frankfurters,,,258 kcall,,22.6 g Fat
,,,0.6 g Carbs,,13.6 g Protein
Ketchup,,,30 kcall,,0.12 g Fat
,,,7.52 g Carbs,,0.52 g Protein
,,,642.4 kcall,,56 g fat
Snacks,,,4.24 g Carbs,,11.18 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Paranusskerne,,,142.2 kcall,,13.8 g Fat
,,,0.74 g Carbs,,3 g Protein
Salzdillgurken,,,44 kcall,,0 g Fat
,,,1.4 g Carbs,,0.9 g Protein
Green Olives and garlic,,,176 kcall,,17.6 g Fat
,,,0.7 g Carbs,,1.8 g Protein
Olives / green w/ almonds,,,238.7 kcall,,20.9 g Fat
,,,0.44 g Carbs,,4.73 g Protein
Pitted Black Olives,,,37.5 kcall,,3.63 g Fat
Tesco,,,0.82 g Carbs,,0.32 g Protein
12 October,,,,,Activity: 224 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 87
,3001 kcall eaten,189 g eaten,123 g eaten,128 g eaten,
,1016 kcall over,164 g over,103 g over,43 g left,
,32% of calories,,21% of calories,47% of calories,
Water 500 of 2000 (25% of goal),,,,,
,,,550 kcall,,48.97 g fat
Breakfast,,,1.81 g Carbs,,26.58 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Mushrooms,,,5.2 kcall,,0.2 g Fat
Tesco,,,0.16 g Carbs,,0.72 g Protein
,,,502.71 kcall,,34.39 g fat
Lunch,,,0.59 g Carbs,,46.54 g Protein
Schweinehals,,,472.5 kcall,,32.5 g Fat
,,,0 g Carbs,,45 g Protein
Senf,,,30.21 kcall,,1.89 g Fat
,,,0.59 g Carbs,,1.54 g Protein
,,,393 kcall,,23.88 g fat
Dinner,,,9.81 g Carbs,,34.41 g Protein
Beef with Tomato-Based,,,393 kcall,,23.88 g Fat
Sauce (Mixture),,,9.81 g Carbs,,34.41 g Protein
,,,1555.33 kcall,,20.96 g fat
Snacks,,,177.1 g Carbs,,15.58 g Protein
Paranusskerne,,,53.33 kcall,,5.17 g Fat
,,,0.28 g Carbs,,1.13 g Protein
Cupcake with Icing,,,534 kcall,,15.78 g Fat
,,,97.62 g Carbs,,4.11 g Protein
Beer,,,968 kcall,,0 g Fat
,,,79.2 g Carbs,,10.34 g Protein
13 October,,,,,Activity: 35 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 87
,3081 kcall eaten,227 g eaten,90 g eaten,204 g eaten,
,1096 kcall over,202 g over,141 g over,32 g over,
,29% of calories,,12% of calories,59% of calories,
Water 0 of 2000 (0% of goal),,,,,
,581.8 kcall,50.9 g fat
Breakfast,7.78 g Carbs,25.98 g Protein
Coffee,4 kcall,0.08 g Fat
,0.14 g Carbs,0.42 g Protein
Avocados,104 kcall,9.53 g Fat
,5.54 g Carbs,1.3 g Protein
Wammerl,167 kcall,15.5 g Fat
,0.35 g Carbs,7 g Protein
Eier,202.8 kcall,14.69 g Fat
,0.91 g Carbs,16.64 g Protein
Whipping Cream,104 kcall,11.1 g Fat
,0.84 g Carbs,0.62 g Protein
,540.29 kcall,28.81 g fat
Lunch,63.39 g Carbs,6.35 g Protein
Diet Coca-Cola (Can),1.29 kcall,0 g Fat
Coca-Cola,0 g Carbs,0 g Protein
French Fries (in Vegetable,539 kcall,28.81 g Fat
Oil),63.39 g Carbs,6.35 g Protein
,1374.5 kcall,65.98 g fat
Dinner,148.23 g Carbs,50.25 g Protein
Big Mac,508 kcall,25 g Fat
McDonald's,43 g Carbs,26 g Protein
Chicken Nuggets (6),250 kcall,14 g Fat
McDonald's,20 g Carbs,14 g Protein
Barbecue Sauce,23.5 kcall,0.56 g Fat
,4 g Carbs,0.56 g Protein
Caramel Sundae,304 kcall,9.27 g Fat
,49.31 g Carbs,7.3 g Protein
Fried Apple Pie,289 kcall,17.15 g Fat
,31.92 g Carbs,2.39 g Protein
,584.1 kcall,57.94 g fat
Snacks,7.88 g Carbs,7.41 g Protein
Macadamia Nuts,359 kcall,37.88 g Fat
,6.91 g Carbs,3.95 g Protein
Salzdillgurken,11 kcall,0 g Fat
,0.35 g Carbs,0.22 g Protein
Green Olives and garlic,105.6 kcall,10.56 g Fat
,0.42 g Carbs,1.08 g Protein
Olives / green w/ almonds,108.5 kcall,9.5 g Fat
,0.2 g Carbs,2.15 g Protein
14 October,,,,,Activity: 156 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 87
,2533 kcall eaten,28 g eaten,115 g eaten,221 g eaten,
,549 kcall over,3 g over,58 g left,50 g over,
,4% of calories,,18% of calories,78% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,375.8 kcall,,30.31 g fat
Breakfast,,,1.47 g Carbs,,24.27 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Wammerl,,,167 kcall,,15.5 g Fat
,,,0.35 g Carbs,,7 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,705 kcall,,53 g fat
Lunch,,,5.1 g Carbs,,57 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Norwegisches Lachsfilet,,,585 kcall,,39 g Fat
,,,5.1 g Carbs,,57 g Protein
,,,1100.2 kcall,,101.46 g fat
Dinner,,,15.73 g Carbs,,29.74 g Protein
Petrella,,,239 kcall,,23.2 g Fat
,,,3.2 g Carbs,,3.3 g Protein
Eiersalat,,,481.5 kcall,,45.6 g Fat
,,,3.9 g Carbs,,13.65 g Protein
Avocados,,,96 kcall,,8.8 g Fat
,,,5.12 g Carbs,,1.2 g Protein
Frankfurters,,,190 kcall,,15.6 g Fat
Tesco,,,3 g Carbs,,9.6 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Olives / green w/ almonds,,,43.4 kcall,,3.8 g Fat
,,,0.08 g Carbs,,0.86 g Protein
Green Olives and garlic,,,35.2 kcall,,3.52 g Fat
,,,0.14 g Carbs,,0.36 g Protein
,,,352.3 kcall,,36.01 g fat
Snacks,,,5.65 g Carbs,,4.45 g Protein
Macadamia Nuts,,,287.2 kcall,,30.31 g Fat
,,,5.53 g Carbs,,3.16 g Protein
